Words;NosionGroup1;NosionGroup2
sauce;27;
bearnaise;27;
bechamel;27;
black;27;
pepper;27;
chutney;27;
gravy;27;
guacamole;27;
hollandaise;27;
horseradish;27;
ketchup;27;
marinara;27;
mayonnaise;27;
mustard;27;
pesto;27;
pickle;27;
piri piri;27;
relish;27;
salad;27;
cream;27;
salsa;27;
satay;27;
soy;27;
sweet and sour;27;
tabasco?;27;
tartare;27;
teriyaki;27;
thousand;27;
island;27;
dressing;27;
white;27;
worcester;27;
barley;27;
water;27;
beef;27;
tea;27;
bovril?;27;
buttermilk;27;
caffe;27;
latte;27;
coca cola?;27;
cocoa;27;
coffee;27;
cola;27;
cordial;27;
cream;27;
soda;27;
drinking;27;
chocolate;27;
ginger;27;
ale;27;
beer;27;
herbal;27;
horlicks?;27;
hot;27;
juice;27;
julep;27;
lemonade;27;
limeade;27;
malted;27;
milk;27;
milkshake;27;
orange;27;
orangeade;27;
squash;27;
sarsaparilla;27;
soft;27;
drink;27;
aubergine;27;
bean;27;
beet;27;
beetroot;27;
bell;27;
pepper;27;
borage;27;
brinjal;27;
brussels;27;
sprout;27;
butternut;27;
cabbage;27;
calabrese;27;
chickpea;27;
chicory;27;
chinese;27;
corn;27;
on;27;
the;27;
cob;27;
courgette;27;
edamame;27;
green;27;
horseradish;27;
iceberg;27;
jerusalem;27;
mooli;27;
plantain;27;
red;27;
runner;27;
sauerkraut;27;
seakale;27;
swede;27;
sweetcorn;27;
sweet;27;
veg;27;
wax;27;
atkins;67;
diet?;67;
calorie;67;
calorific;67;
carbohydrate;67;
cholesterol;67;
dehydrate;67;
diet;67;
dietitian;67;
digest;67;
digestion;67;
fast;67;
food;67;
fat;67;
fattening;67;
fatty;67;
acid;67;
fibre;67;
filling;67;
fresh;67;
greasy;67;
halal;67;
health;67;
healthful;67;
healthy;67;
junk;67;
kosher;67;
lacto ovo vegetarian;67;
lacto vegetarian;67;
lean;67;
lite;67;
low cal;67;
low fat;67;
mineral;67;
nutrition;67;
nutritious;67;
omega 3;67;
organic;67;
protein;67;
staple;67;
starchy;67;
stodgy;67;
trans fatty;67;
unhealthy;67;
unwholesome;67;
vegan;67;
vegetarian;67;
vitamin;67;
wholefood;67;
wholesome;67;
abstain;67;
abstemious;67;
abstinence;67;
allergic;67;
allergy;67;
anorexia;67;
appetite;67;
balanced;67;
blowout;67;
bulimia;67;
constipation;67;
diarrhoea;67;
diet;67;
greedy;67;
gut;67;
healthy;67;
hunger;67;
hungry;67;
indigestible;67;
indigestion;67;
irritable;67;
bowel;67;
syndrome;67;
malnourished;67;
malnutrition;67;
nourish;67;
nourishment;67;
overfeed;67;
regime;67;
regimen;67;
repeat;67;
shape;67;
staple;67;
starve;67;
teetotal;67;
underfed;67;
undernourished;67;
weight;67;
anorexia;67;
anorexic;67;
binge;67;
blowout;67;
bulimia;67;
calorific;67;
dehydrate;67;
eating;67;
disorder;67;
fast;67;
food;67;
fattening;67;
fatty;67;
acid;67;
greasy;67;
junk;67;
overfeed;67;
stodgy;67;
trans fatty;67;
undernourished;67;
unhealthy;67;
unwholesome;67;
able bodied;67;
aerobic;67;
aerobics;67;
air;67;
anaerobic;67;
athlete;67;
athletic;67;
breath;67;
burn;67;
cardio;67;
cross training;67;
exercise;67;
bike;67;
fit;67;
fitness;67;
centre;67;
form;67;
gym;67;
health;67;
club;67;
spa;67;
iron;67;
jog;67;
jogger;67;
jogging;67;
keep fit;67;
muscular;67;
pant;67;
after;67;
for;67;
pe;67;
personal;67;
trainer;67;
play;67;
power;67;
walking;67;
press up;67;
puffed;67;
pump;67;
punchbag;67;
punching;67;
bag;67;
push up;67;
regimen;67;
run;67;
shape;67;
short winded;67;
sit up;67;
spinning;67;
squat;67;
thrust;67;
stamina;67;
step;67;
strength;67;
strengthen;67;
strenuous;67;
stretch;67;
strong;67;
sweat;67;
tone;67;
tonify;67;
train;67;
treadmill;67;
trim;67;
unfit;67;
walk;67;
walker;67;
warm up;67;
weight;67;
work;67;
off;67;
out;67;
workout;67;
able bodied;67;
alive;67;
beauty;67;
sleep;67;
bloom;67;
blossom;67;
bouncing;67;
clean living;67;
energy;67;
exercise;67;
fit;67;
fitness;67;
flourish;67;
form;67;
fresh faced;67;
glow;67;
good;67;
health;67;
healthy;67;
hundred;67;
kick;67;
nourishment;67;
nutrition;67;
radiance;67;
rested;67;
robust;67;
shape;67;
strong;67;
sturdy;67;
thrive;67;
on;67;
trim;67;
wellness;67;
ail;67;
ailing;67;
allergy;67;
anaemia;67;
anaemic;67;
bad;67;
burnout;67;
chronic;67;
complain;67;
of;67;
delicate;67;
doddering;67;
fragile;67;
frail;67;
housebound;67;
illness;67;
incapacity;67;
infirm;67;
obese;67;
overeat;67;
overweight;67;
poor;67;
ropy;67;
run down;67;
shut in;67;
sick;67;
sickly;67;
underweight;67;
unfit;67;
unhealthy;67;
unwell;67;
unwholesome;67;
vulnerable;67;
weak;67;
aids;67;
ailment;67;
bird;67;
flu;67;
bse;67;
bug;67;
cancer;67;
carrier;67;
catch;67;
cholera;67;
come;67;
down;67;
with;67;
contagion;67;
contagious;67;
creutzfeldt jakob;67;
disease;67;
cure;67;
ebola;67;
fever;67;
epidemic;67;
gastric;67;
german;67;
measles;67;
infect;67;
infectious;67;
inoculate;67;
isolate;67;
isolation;67;
leukaemia;67;
malaria;67;
mumps;67;
pandemic;67;
parasite;67;
plague;67;
polio;67;
sars;67;
spread;67;
swine;67;
symptom;67;
symptomatic;67;
transfer;67;
tuberculosis;67;
vaccinate;67;
vaccine;67;
vector;67;
virus;67;
yellow;67;
abnormality;67;
ache;67;
achy;67;
acute;67;
affliction;67;
aggravate;67;
agonized;67;
agonizing;67;
agony;67;
attack;67;
bad;67;
bedridden;67;
bedsore;67;
bout;67;
burnout;67;
carrier;67;
catch;67;
chronic;67;
cold;67;
collapse;67;
come;67;
down;67;
with;67;
complain;67;
of;67;
complaint;67;
condition;67;
contagion;67;
contagious;67;
contract;67;
crisis;67;
cure;67;
death;67;
debility;67;
delicate;67;
develop;67;
discomfort;67;
diseased;67;
disorder;67;
distressed;67;
door;67;
drawn;67;
epidemic;67;
exacerbate;67;
fade;67;
away;67;
faint;67;
far;67;
gone;67;
fever;67;
feverish;67;
fight;67;
flare up;67;
flu;67;
foot;67;
fragile;67;
funny;67;
get;67;
ghastly;67;
give;67;
grave;67;
grim;67;
groggy;67;
have;67;
headache;67;
housebound;67;
hurt;67;
ill;67;
incapacity;67;
infect;67;
infection;67;
infectious;67;
infirm;67;
infirmity;67;
inoculate;67;
isolate;67;
isolation;67;
keel;67;
over;67;
knee;67;
lay;67;
up;67;
life;67;
malady;67;
malaise;67;
nausea;67;
nauseous;67;
niggle;67;
outbreak;67;
pain;67;
painful;67;
painfully;67;
pale;67;
pallid;67;
pallor;67;
pass;67;
out;67;
patient;67;
peaked;67;
peaky;67;
peculiar;67;
plague;67;
poorly;67;
queasy;67;
react;67;
relapse;67;
ropy;67;
rotten;67;
run down;67;
seizure;67;
shake;67;
shaky;67;
shiver;67;
shivery;67;
sick;67;
sicken;67;
sickly;67;
sickness;67;
sore;67;
splitting;67;
spread;67;
stricken;67;
succumb;67;
suffer;67;
sufferer;67;
suffering;67;
symptomatic;67;
temperature;67;
terminal;67;
transfer;67;
trouble;67;
turn;67;
unconscious;67;
unfit;67;
unhealthy;67;
unwell;67;
upset;67;
vaccinate;67;
vaccine;67;
vector;67;
virus;67;
waste;67;
wasted;67;
weak;67;
weather;67;
accident;67;
bandage;67;
bang;67;
banged;67;
up;67;
battered;67;
battle scarred;67;
bedridden;67;
bleed;67;
break;67;
bruise;67;
bump;67;
burn;67;
burnt;67;
coma;67;
concuss;67;
concussion;67;
contusion;67;
cut;67;
disabled;67;
dislocate;67;
first degree;67;
fracture;67;
graze;67;
harm;67;
hernia;67;
hit;67;
hobble;67;
hurt;67;
inflamed;67;
inflammation;67;
injured;67;
injury;67;
invalid;67;
knock;67;
out;67;
limp;67;
lose;67;
pain;67;
paralyse;67;
paralysis;67;
patient;67;
plaster;67;
cast;67;
pull;67;
rupture;67;
scab;67;
scald;67;
scar;67;
scrape;67;
scratch;67;
second degree;67;
shock;67;
sore;67;
sprain;67;
sting;67;
strain;67;
suffer;67;
sustain;67;
swell;67;
swelling;67;
swollen;67;
tear;67;
third degree;67;
traction;67;
trauma;67;
twist;67;
unconscious;67;
unconsciousness;67;
victim;67;
walking;67;
stick;67;
the;67;
wounded;67;
wheelchair;67;
whiplash;67;
wound;67;
wrench;67;
after effect;67;
the;67;
all clear;67;
better;67;
bounce;67;
back;67;
convalesce;67;
convalescence;67;
curative;67;
cure;67;
foot;67;
get;67;
over;67;
heal;67;
healing;67;
improve;67;
on;67;
upon;67;
make;67;
mend;67;
perk;67;
up;67;
post operative;67;
pull;67;
through;67;
rally;67;
recover;67;
recovery;67;
recuperate;67;
recuperative;67;
rehabilitate;67;
remission;67;
rest;67;
restorative;67;
well;67;
acupressure;67;
acupuncture;67;
acupuncturist;67;
alexander;67;
technique;67;
alternative;67;
medicine;67;
ayurvedic;67;
chiropractic;67;
chiropractor;67;
complementary;67;
faith;67;
healing;67;
fringe;67;
herbalism;67;
holism;67;
homeopathy;67;
hypnotherapy;67;
hypnotist;67;
iridology;67;
massage;67;
man;67;
naturopathy;67;
osteopath;67;
osteopathy;67;
reflexology;67;
reiki;67;
shiatsu;67;
chemotherapy;67;
conventional;67;
day;67;
care;67;
dentistry;67;
general;67;
practice;67;
inpatient;67;
occupational;67;
therapy;67;
osteopathy;67;
outpatient;67;
pharmacy;67;
physiotherapy;67;
plastic;67;
surgery;67;
primary;67;
health;67;
private;67;
psychiatry;67;
psychoanalysis;67;
psychotherapy;67;
radiotherapy;67;
rehab;67;
socialized;67;
medicine;67;
treatment;67;
accident;67;
and;67;
emergency;67;
admit;67;
aftercare;67;
ambulance;67;
casualty;67;
clinic;67;
consultant;67;
cottage;67;
hospital;67;
dispensary;67;
ent;67;
halfway;67;
house;67;
hospice;67;
hospitalize;67;
icu;67;
infirmary;67;
intensive;67;
care;67;
intern;67;
internship;67;
junior;67;
doctor;67;
life support;67;
machine;67;
maternity;67;
matron;67;
mortuary;67;
mrsa;67;
nurse;67;
operating;67;
table;67;
theatre;67;
orderly;67;
outpatient;67;
patient;67;
polyclinic;67;
radiography;67;
recovery;67;
registrar;67;
resident;67;
round;67;
sanatorium;67;
senior;67;
nursing;67;
officer;67;
sister;67;
surgery;67;
triage;67;
unit;67;
ward;67;
administer;67;
admit;67;
aftercare;67;
bandage;67;
band aid?;67;
bedpan;67;
bedside;67;
brace;67;
cannula;67;
care;67;
for;67;
cast;67;
catheter;67;
cleanse;67;
crutch;67;
cure;67;
defibrillator;67;
discharge;67;
dispense;67;
dress;67;
dressing;67;
drip;67;
endoscope;67;
heal;67;
hospitalize;67;
hypodermic;67;
incubator;67;
infuse;67;
inject;67;
medicate;67;
medication;67;
medicine;67;
minister;67;
to;67;
ministrations;67;
monitor;67;
needle;67;
oxygen;67;
mask;67;
plaster;67;
prescribe;67;
prescription;67;
readmit;67;
remedy;67;
scalpel;67;
screen;67;
sling;67;
speculum;67;
splint;67;
stethoscope;67;
stitch;67;
strap;67;
stretcher;67;
support;67;
syringe;67;
tape;67;
thermometer;67;
tourniquet;67;
traction;67;
treat;67;
treatment;67;
ventilator;67;
wheelchair;67;
zimmer;67;
frame?;67;
barium;67;
meal;67;
biopsy;67;
blood;67;
test;67;
cat;67;
scan;67;
check up;67;
diagnose;67;
diagnosis;67;
diagnostic;67;
examination;67;
examine;67;
mri;67;
prognosis;67;
sample;67;
stool;67;
swab;67;
symptom;67;
ultrasound;67;
urine;67;
x ray;67;
acupuncturist;67;
attendant;67;
caregiver;67;
carer;67;
chiropodist;67;
chiropractor;67;
clinician;67;
consultant;67;
dentist;67;
dermatologist;67;
dietitian;67;
district;67;
nurse;67;
doctor;67;
general;67;
practitioner;67;
gp;67;
gynaecologist;67;
healer;67;
homeopath;67;
intern;67;
junior;67;
locum;67;
matron;67;
medic;67;
midwife;67;
neurologist;67;
nutritionist;67;
occupational;67;
therapist;67;
ophthalmologist;67;
optician;67;
orderly;67;
paediatrician;67;
paramedic;67;
pharmacist;67;
physician;67;
physiotherapist;67;
plastic;67;
surgeon;67;
primary;67;
care;67;
psychiatrist;67;
psychotherapy;67;
radiologist;67;
registrar;67;
senior;67;
nursing;67;
officer;67;
specialist;67;
addicted;67;
addictive;67;
administration;67;
after effect;67;
anaesthetic;67;
booster;67;
caplet?;67;
capsule;67;
contraceptive;67;
cough;67;
mixture;67;
counter;67;
dosage;67;
dose;67;
draught;67;
drug;67;
habit forming;67;
ice;67;
pack;67;
infusion;67;
inhaler;67;
inject;67;
injection;67;
intravenous;67;
lozenge;67;
medicate;67;
medication;67;
medicine;67;
needle;67;
ointment;67;
overdose;67;
over the counter;67;
painkiller;67;
pharmaceutical;67;
phial;67;
pill;67;
placebo;67;
pop;67;
prescribe;67;
prescription;67;
reaction;67;
remedy;67;
resistance;67;
salve;67;
side;67;
effect;67;
sleeping;67;
tablet;67;
tolerance;67;
tranquillize;67;
tranquillizer;67;
abortion;67;
amputate;67;
anaesthesia;67;
anaesthetic;67;
anaesthetist;67;
anaesthetize;67;
biopsy;67;
bypass;67;
caesarean;67;
circumcise;67;
circumcision;67;
come;67;
around;67;
round;67;
facelift;67;
forceps;67;
gown;67;
graft;67;
implant;67;
incision;67;
keyhole;67;
surgery;67;
knife;67;
mask;67;
neurosurgery;67;
nip;67;
and;67;
tuck;67;
nose;67;
job;67;
open heart;67;
operable;67;
operate;67;
operating;67;
table;67;
operation;67;
plastic;67;
post operative;67;
prep;67;
procedure;67;
reject;67;
scalpel;67;
scan;67;
scrub;67;
up;67;
sex;67;
change;67;
skin;67;
stitch;67;
surgeon;67;
swab;67;
termination;67;
transplant;67;
ultrasound;67;
unconscious;67;
undergo;67;
x ray;67;
addict;67;
addicted;67;
addiction;67;
addictive;67;
aholic;67;
alcohol;67;
alcoholic;67;
alcoholism;67;
amphetamine;67;
amyl;67;
nitrite;67;
angel;67;
dust;67;
aversion;67;
therapy;67;
bender;67;
bong;67;
booze;67;
boozer;67;
boozy;67;
caffeine;67;
cannabis;67;
cigarette;67;
cirrhosis;67;
cocaine;67;
cold;67;
turkey;67;
come;67;
off;67;
crack;67;
cut;67;
dependence;67;
dependent;67;
designer;67;
drug;67;
detoxification;67;
detoxify;67;
diazepam;67;
dissipated;67;
dope;67;
downer;67;
drink;67;
drinking;67;
drunk;67;
dts;67;
e;67;
ecstasy;67;
fetal;67;
syndrome;67;
freebase;67;
give;67;
up;67;
glue sniffing;67;
government;67;
health;67;
warning;67;
habit forming;67;
hallucinogen;67;
hangover;67;
hard;67;
hashish;67;
heroin;67;
hooked;67;
hungover;67;
influence;67;
inhale;67;
intoxicant;67;
intoxicated;67;
jack;67;
joint;67;
junkie;67;
keep;67;
ketamine;67;
lsd;67;
marijuana;67;
mdma;67;
mescaline;67;
meth;67;
methadone;67;
methamphetamine;67;
mickey;67;
finn;67;
microdot;67;
narcotic;67;
nicotine;67;
opium;67;
passive;67;
smoking;67;
patch;67;
pep;67;
pill;67;
peyote;67;
pipe;67;
quit;67;
rehab;67;
shake;67;
smack;67;
smoke;67;
smoker;67;
soft;67;
speed;67;
stimulant;67;
stoned;67;
strung;67;
out;67;
temazepam;67;
tobacco;67;
valium?;67;
wasted;67;
weed;67;
wino;67;
wired;67;
withdrawal;67;
zoned;67;
autism;67;
baby;67;
blues;67;
bipolar;67;
disorder;67;
catatonia;67;
combat;67;
fatigue;67;
complex;67;
delirium;67;
demented;67;
dementia;67;
depressed;67;
depression;67;
deranged;67;
disordered;67;
dyslexia;67;
dysphasia;67;
echolalia;67;
egomania;67;
exhibitionism;67;
handicap;67;
handicapped;67;
inferiority;67;
instability;67;
kleptomania;67;
learning;67;
difficulties;67;
disability;67;
maladjusted;67;
megalomania;67;
melancholia;67;
monomania;67;
nervous;67;
breakdown;67;
neurosis;67;
non;67;
compos;67;
mentis;67;
ocd;67;
paranoia;67;
paranoid;67;
persecution;67;
personality;67;
postnatal;67;
post partum;67;
post traumatic;67;
stress;67;
psychopath;67;
psychosis;67;
psychosomatic;67;
psychotic;67;
pyromania;67;
sad;67;
schizophrenia;67;
seasonal;67;
affective;67;
self harm;67;
self mutilation;67;
senile;67;
shell;67;
shock;67;
sociopath;67;
special;67;
needs;67;
trauma;67;
antidepressant;67;
art;67;
therapy;67;
autogenic;67;
training;67;
electroconvulsive;67;
group;67;
health;67;
care;67;
lobotomy;67;
neurolinguistic;67;
programming;67;
prozac?;67;
psychiatric;67;
psychiatrist;67;
psychiatry;67;
psychoanalysis;67;
psychotherapy;67;
rebirthing;67;
rest;67;
cure;67;
section;67;
shock;67;
therapist;67;
arcade;15;
arch;15;
architectural;15;
archway;15;
balustrade;15;
bas relief;15;
belvedere;15;
capital;15;
casement;15;
colonnade;15;
corbel;15;
courtyard;15;
dome;15;
doorway;15;
fireplace;15;
flooring;15;
fretwork;15;
gable;15;
guttering;15;
inscription;15;
keystone;15;
leaded;15;
lintel;15;
lock;15;
loggia;15;
masonry;15;
moat;15;
nave;15;
newel;15;
post;15;
niche;15;
paving;15;
pediment;15;
pinnacle;15;
plasterwork;15;
plinth;15;
porch;15;
portico;15;
relief;15;
screen;15;
span;15;
spire;15;
surround;15;
threshold;15;
tower;15;
vault;15;
vaulting;15;
veranda;15;
weathervane;15;
architectural;15;
art;15;
deco;15;
nouveau;15;
baroque;15;
bauhaus;15;
brutalism;15;
byzantine;15;
classical;15;
colonial;15;
doric;15;
edwardian;15;
georgian;15;
gothic;15;
grecian;15;
imitation;15;
ionic;15;
italianate;15;
mock;15;
modernism;15;
neoclassical;15;
norman;15;
perpendicular;15;
postmodernism;15;
regency;15;
rococo;15;
romanesque;15;
traditional;15;
tudor;15;
typical;15;
vernacular;15;
victorian;15;
ancient;15;
arched;15;
architecture;15;
carve;15;
chisel;15;
craft;15;
craftsman;15;
excavate;15;
hew;15;
inlay;15;
inscribe;15;
inscription;15;
plaster;15;
preserve;15;
restore;15;
sand;15;
seal;15;
strip;15;
stucco;15;
taper;15;
varnish;15;
vaulted;15;
apartment;15;
block;15;
bhavan;15;
clinic;15;
control;15;
convent;15;
cooling;15;
flat;15;
gasometer;15;
glasshouse;15;
of;15;
institute;15;
office;15;
penthouse;15;
planetarium;15;
portakabin?;15;
power;15;
prefab;15;
self build;15;
summer;15;
windmill;15;
asbestos;15;
batten;15;
block;15;
blueprint;15;
board;15;
breeze;15;
brick;15;
brownfield;15;
bulldozer;15;
burst;15;
cement;15;
civil;15;
engineering;15;
collapse;15;
concrete;15;
construct;15;
construction;15;
conversion;15;
crane;15;
demolish;15;
design;15;
development;15;
elevation;15;
erect;15;
extension;15;
exterior;15;
foundation;15;
frame;15;
girder;15;
glaze;15;
ground;15;
plan;15;
gut;15;
hard;15;
hat;15;
hod;15;
infest;15;
joist;15;
knock;15;
down;15;
together;15;
ladder;15;
level;15;
marble;15;
masonry;15;
mortar;15;
pipework;15;
planning;15;
permission;15;
plaster;15;
plumbing;15;
premises;15;
property;15;
pull;15;
raze;15;
rebuild;15;
reconstruct;15;
reconstruction;15;
redevelop;15;
reinforce;15;
render;15;
renovate;15;
rewire;15;
roofing;15;
rubble;15;
sandbag;15;
scaffolding;15;
site;15;
stone;15;
structure;15;
subsidence;15;
thatch;15;
tile;15;
timber;15;
wasteland;15;
wrecking;15;
ball;15;
admission;15;
amphitheatre;15;
arch;15;
arsenal;15;
birthplace;15;
castle;15;
cenotaph;15;
